sample_id,d_path,d_name,batch_idx,batch_name,seq_no,code,spec_name,line_code,lot_id,test_case,fine_code,coarse_code,product_code,product_fine,product_coarse,is_special,tensor_path
B24_1782_125090223,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1782#YJDACS125090223.D,1782#YJDACS125090223.D,24,20250905,1782.0,YJD,红塔山（硬经典）,A,125090223,ACS125090223,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/YJD/2206_B24_1782_125090223.npz
B24_1783_125090301,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1783#H88ACS125090301.D,1783#H88ACS125090301.D,24,20250905,1783.0,H88,红河（88）,A,125090301,ACS125090301,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/H88/2207_B24_1783_125090301.npz
B24_1784_125090304,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1784#H88ACS125090304.D,1784#H88ACS125090304.D,24,20250905,1784.0,H88,红河（88）,A,125090304,ACS125090304,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/H88/2208_B24_1784_125090304.npz
B24_1785_125090306,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1785#H88CCS125090306.D,1785#H88CCS125090306.D,24,20250905,1785.0,H88,红河（88）,C,125090306,CCS125090306,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/H88/2209_B24_1785_125090306.npz
B24_1786_125090308,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1786#H88CCS125090308.D,1786#H88CCS125090308.D,24,20250905,1786.0,H88,红河（88）,C,125090308,CCS125090308,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/H88/2210_B24_1786_125090308.npz
B24_1787_125090315,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1787#H88CCS125090315.D,1787#H88CCS125090315.D,24,20250905,1787.0,H88,红河（88）,C,125090315,CCS125090315,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/H88/2211_B24_1787_125090315.npz
B24_1788_125090303,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1788#H99CCS125090303.D,1788#H99CCS125090303.D,24,20250905,1788.0,H99,红河（99）,C,125090303,CCS125090303,H99,H99,H99,H99,H99,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/H99/2212_B24_1788_125090303.npz
B24_1789_125090307,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1789#HMDACS125090307.D,1789#HMDACS125090307.D,24,20250905,1789.0,HMD,牡丹（软）,A,125090307,ACS125090307,HMD,HMD,HMD,HMD,HMD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HMD/2213_B24_1789_125090307.npz
B24_1790_125090310,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1790#HMDACS125090310.D,1790#HMDACS125090310.D,24,20250905,1790.0,HMD,牡丹（软）,A,125090310,ACS125090310,HMD,HMD,HMD,HMD,HMD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HMD/2214_B24_1790_125090310.npz
B24_1791_125090302,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1791#HYZBCS125090302.D,1791#HYZBCS125090302.D,24,20250905,1791.0,HYZ,云烟（紫）,B,125090302,BCS125090302,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2215_B24_1791_125090302.npz
B24_1792_125090305,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1792#HYZBCS125090305.D,1792#HYZBCS125090305.D,24,20250905,1792.0,HYZ,云烟（紫）,B,125090305,BCS125090305,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2216_B24_1792_125090305.npz
B24_1793_125090309,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1793#HYZBCS125090309.D,1793#HYZBCS125090309.D,24,20250905,1793.0,HYZ,云烟（紫）,B,125090309,BCS125090309,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2217_B24_1793_125090309.npz
B24_1794_125090312,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1794#HYZBCS125090312.D,1794#HYZBCS125090312.D,24,20250905,1794.0,HYZ,云烟（紫）,B,125090312,BCS125090312,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2218_B24_1794_125090312.npz
B24_1795_125090314,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1795#HYZBCS125090314.D,1795#HYZBCS125090314.D,24,20250905,1795.0,HYZ,云烟（紫）,B,125090314,BCS125090314,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2219_B24_1795_125090314.npz
B24_1796_125090316,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1796#HYZBCS125090316.D,1796#HYZBCS125090316.D,24,20250905,1796.0,HYZ,云烟（紫）,B,125090316,BCS125090316,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2220_B24_1796_125090316.npz
B24_1797_125090317,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1797#HYZBCS125090317.D,1797#HYZBCS125090317.D,24,20250905,1797.0,HYZ,云烟（紫）,B,125090317,BCS125090317,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2221_B24_1797_125090317.npz
B24_1798_125090311,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1798#HYZCCS125090311.D,1798#HYZCCS125090311.D,24,20250905,1798.0,HYZ,云烟（紫）,C,125090311,CCS125090311,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2222_B24_1798_125090311.npz
B24_1799_125090313,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1799#HYZCCS125090313.D,1799#HYZCCS125090313.D,24,20250905,1799.0,HYZ,云烟（紫）,C,125090313,CCS125090313,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2223_B24_1799_125090313.npz
B24_1800_125090318,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1800#RJDACS125090318.D,1800#RJDACS125090318.D,24,20250905,1800.0,YJD,红塔山（硬经典）,A,125090318,ACS125090318,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/RJD/2224_B24_1800_125090318.npz
B24_1801_225090301,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1801#XCJACS225090301.D,1801#XCJACS225090301.D,24,20250905,1801.0,XCJ,云烟（中支小重九）,A,225090301,ACS225090301,XCJ,XCJ,XCJ,XCJ,XCJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/XCJ/2225_B24_1801_225090301.npz
B24_1802_225090302,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1802#XCJACS225090302.D,1802#XCJACS225090302.D,24,20250905,1802.0,XCJ,云烟（中支小重九）,A,225090302,ACS225090302,XCJ,XCJ,XCJ,XCJ,XCJ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/XCJ/2226_B24_1802_225090302.npz
B24_1803_125090404,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1803#H88ACS125090404.D,1803#H88ACS125090404.D,24,20250905,1803.0,H88,红河（88）,A,125090404,ACS125090404,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/H88/2227_B24_1803_125090404.npz
B24_1804_125090407,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1804#H88ACS125090407.D,1804#H88ACS125090407.D,24,20250905,1804.0,H88,红河（88）,A,125090407,ACS125090407,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/H88/2228_B24_1804_125090407.npz
B24_1805_125090403,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1805#H88CCS125090403.D,1805#H88CCS125090403.D,24,20250905,1805.0,H88,红河（88）,C,125090403,CCS125090403,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/H88/2229_B24_1805_125090403.npz
B24_1806_125090420,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1806#H88CCS125090420.D,1806#H88CCS125090420.D,24,20250905,1806.0,H88,红河（88）,C,125090420,CCS125090420,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/H88/2230_B24_1806_125090420.npz
B24_1807_125090418,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1807#H99CCS125090418.D,1807#H99CCS125090418.D,24,20250905,1807.0,H99,红河（99）,C,125090418,CCS125090418,H99,H99,H99,H99,H99,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/H99/2231_B24_1807_125090418.npz
B24_1808_125090410,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1808#HMDACS125090410.D,1808#HMDACS125090410.D,24,20250905,1808.0,HMD,牡丹（软）,A,125090410,ACS125090410,HMD,HMD,HMD,HMD,HMD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HMD/2232_B24_1808_125090410.npz
B24_1809_125090402,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1809#HYZBCS125090402.D,1809#HYZBCS125090402.D,24,20250905,1809.0,HYZ,云烟（紫）,B,125090402,BCS125090402,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2233_B24_1809_125090402.npz
B24_1810_125090405,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1810#HYZBCS125090405.D,1810#HYZBCS125090405.D,24,20250905,1810.0,HYZ,云烟（紫）,B,125090405,BCS125090405,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2234_B24_1810_125090405.npz
B24_1811_125090408,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1811#HYZBCS125090408.D,1811#HYZBCS125090408.D,24,20250905,1811.0,HYZ,云烟（紫）,B,125090408,BCS125090408,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2235_B24_1811_125090408.npz
B24_1812_125090411,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1812#HYZBCS125090411.D,1812#HYZBCS125090411.D,24,20250905,1812.0,HYZ,云烟（紫）,B,125090411,BCS125090411,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2236_B24_1812_125090411.npz
B24_1813_125090414,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1813#HYZBCS125090414.D,1813#HYZBCS125090414.D,24,20250905,1813.0,HYZ,云烟（紫）,B,125090414,BCS125090414,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2237_B24_1813_125090414.npz
B24_1814_125090419,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1814#HYZBCS125090419.D,1814#HYZBCS125090419.D,24,20250905,1814.0,HYZ,云烟（紫）,B,125090419,BCS125090419,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2238_B24_1814_125090419.npz
B24_1815_125090421,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1815#HYZBCS125090421.D,1815#HYZBCS125090421.D,24,20250905,1815.0,HYZ,云烟（紫）,B,125090421,BCS125090421,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2239_B24_1815_125090421.npz
B24_1816_125090406,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1816#HYZCCS125090406.D,1816#HYZCCS125090406.D,24,20250905,1816.0,HYZ,云烟（紫）,C,125090406,CCS125090406,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2240_B24_1816_125090406.npz
B24_1817_125090409,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1817#HYZCCS125090409.D,1817#HYZCCS125090409.D,24,20250905,1817.0,HYZ,云烟（紫）,C,125090409,CCS125090409,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2241_B24_1817_125090409.npz
B24_1818_125090412,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1818#HYZCCS125090412.D,1818#HYZCCS125090412.D,24,20250905,1818.0,HYZ,云烟（紫）,C,125090412,CCS125090412,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2242_B24_1818_125090412.npz
B24_1819_125090415,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1819#HYZCCS125090415.D,1819#HYZCCS125090415.D,24,20250905,1819.0,HYZ,云烟（紫）,C,125090415,CCS125090415,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2243_B24_1819_125090415.npz
B24_1820_125090401,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1820#RJDACS125090401.D,1820#RJDACS125090401.D,24,20250905,1820.0,YJD,红塔山（硬经典）,A,125090401,ACS125090401,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/RJD/2244_B24_1820_125090401.npz
B24_1821_125090416,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1821#RJDACS125090416.D,1821#RJDACS125090416.D,24,20250905,1821.0,YJD,红塔山（硬经典）,A,125090416,ACS125090416,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/RJD/2245_B24_1821_125090416.npz
B24_1821_125090510,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1821#YJDACS125090510.D,1821#YJDACS125090510.D,24,20250905,1821.0,YJD,红塔山（硬经典）,A,125090510,ACS125090510,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/YJD/2246_B24_1821_125090510.npz
B24_1822_125090417,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1822#RJDACS125090417.D,1822#RJDACS125090417.D,24,20250905,1822.0,YJD,红塔山（硬经典）,A,125090417,ACS125090417,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/RJD/2247_B24_1822_125090417.npz
B24_1823_125090413,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1823#YJDACS125090413.D,1823#YJDACS125090413.D,24,20250905,1823.0,YJD,红塔山（硬经典）,A,125090413,ACS125090413,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/YJD/2248_B24_1823_125090413.npz
B24_1839_125090501,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1839#H88ACS125090501.D,1839#H88ACS125090501.D,24,20250905,1839.0,H88,红河（88）,A,125090501,ACS125090501,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/H88/2249_B24_1839_125090501.npz
B24_1840_125090504,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1840#H88ACS125090504.D,1840#H88ACS125090504.D,24,20250905,1840.0,H88,红河（88）,A,125090504,ACS125090504,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/H88/2250_B24_1840_125090504.npz
B24_1841_125090503,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1841#H88CCS125090503.D,1841#H88CCS125090503.D,24,20250905,1841.0,H88,红河（88）,C,125090503,CCS125090503,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/H88/2251_B24_1841_125090503.npz
B24_1842_125090506,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1842#H88CCS125090506.D,1842#H88CCS125090506.D,24,20250905,1842.0,H88,红河（88）,C,125090506,CCS125090506,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/H88/2252_B24_1842_125090506.npz
B24_1843_125090517,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1843#HMDACS125090517.D,1843#HMDACS125090517.D,24,20250905,1843.0,HMD,牡丹（软）,A,125090517,ACS125090517,HMD,HMD,HMD,HMD,HMD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HMD/2253_B24_1843_125090517.npz
B24_1844_125090502,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1844#HYZBCS125090502.D,1844#HYZBCS125090502.D,24,20250905,1844.0,HYZ,云烟（紫）,B,125090502,BCS125090502,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2254_B24_1844_125090502.npz
B24_1845_125090505,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1845#HYZBCS125090505.D,1845#HYZBCS125090505.D,24,20250905,1845.0,HYZ,云烟（紫）,B,125090505,BCS125090505,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2255_B24_1845_125090505.npz
B24_1846_125090508,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1846#HYZBCS125090508.D,1846#HYZBCS125090508.D,24,20250905,1846.0,HYZ,云烟（紫）,B,125090508,BCS125090508,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2256_B24_1846_125090508.npz
B24_1847_125090511,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1847#HYZBCS125090511.D,1847#HYZBCS125090511.D,24,20250905,1847.0,HYZ,云烟（紫）,B,125090511,BCS125090511,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2257_B24_1847_125090511.npz
B24_1848_125090514,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1848#HYZBCS125090514.D,1848#HYZBCS125090514.D,24,20250905,1848.0,HYZ,云烟（紫）,B,125090514,BCS125090514,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2258_B24_1848_125090514.npz
B24_1849_125090518,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1849#HYZBCS125090518.D,1849#HYZBCS125090518.D,24,20250905,1849.0,HYZ,云烟（紫）,B,125090518,BCS125090518,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2259_B24_1849_125090518.npz
B24_1850_125090509,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1850#HYZCCS125090509.D,1850#HYZCCS125090509.D,24,20250905,1850.0,HYZ,云烟（紫）,C,125090509,CCS125090509,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2260_B24_1850_125090509.npz
B24_1851_125090512,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1851#HYZCCS125090512.D,1851#HYZCCS125090512.D,24,20250905,1851.0,HYZ,云烟（紫）,C,125090512,CCS125090512,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2261_B24_1851_125090512.npz
B24_1852_125090515,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1852#HYZCCS125090515.D,1852#HYZCCS125090515.D,24,20250905,1852.0,HYZ,云烟（紫）,C,125090515,CCS125090515,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2262_B24_1852_125090515.npz
B24_1853_125090519,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1853#HYZCCS125090519.D,1853#HYZCCS125090519.D,24,20250905,1853.0,HYZ,云烟（紫）,C,125090519,CCS125090519,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2263_B24_1853_125090519.npz
B24_1854_125090513,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1854#RJDACS125090513.D,1854#RJDACS125090513.D,24,20250905,1854.0,YJD,红塔山（硬经典）,A,125090513,ACS125090513,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/RJD/2264_B24_1854_125090513.npz
B24_1855_125090516,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1855#RJDACS125090516.D,1855#RJDACS125090516.D,24,20250905,1855.0,YJD,红塔山（硬经典）,A,125090516,ACS125090516,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/RJD/2265_B24_1855_125090516.npz
B24_1856_125090507,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1856#YJDACS125090507.D,1856#YJDACS125090507.D,24,20250905,1856.0,YJD,红塔山（硬经典）,A,125090507,ACS125090507,YJD,YJD,YJD,YJD,YJD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/YJD/2266_B24_1856_125090507.npz
B24_1858_125090607,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1858#H88ACS125090607.D,1858#H88ACS125090607.D,24,20250905,1858.0,H88,红河（88）,A,125090607,ACS125090607,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/H88/2267_B24_1858_125090607.npz
B24_1859_125090610,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1859#H88ACS125090610.D,1859#H88ACS125090610.D,24,20250905,1859.0,H88,红河（88）,A,125090610,ACS125090610,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/H88/2268_B24_1859_125090610.npz
B24_1860_125090603,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1860#H88CCS125090603.D,1860#H88CCS125090603.D,24,20250905,1860.0,H88,红河（88）,C,125090603,CCS125090603,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/H88/2269_B24_1860_125090603.npz
B24_1861_125090606,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1861#H88CCS125090606.D,1861#H88CCS125090606.D,24,20250905,1861.0,H88,红河（88）,C,125090606,CCS125090606,H88,H88,H88,H88,H88,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/H88/2270_B24_1861_125090606.npz
B24_1862_125090601,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1862#HMDACS125090601.D,1862#HMDACS125090601.D,24,20250905,1862.0,HMD,牡丹（软）,A,125090601,ACS125090601,HMD,HMD,HMD,HMD,HMD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HMD/2271_B24_1862_125090601.npz
B24_1863_125090604,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1863#HMDACS125090604.D,1863#HMDACS125090604.D,24,20250905,1863.0,HMD,牡丹（软）,A,125090604,ACS125090604,HMD,HMD,HMD,HMD,HMD,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HMD/2272_B24_1863_125090604.npz
B24_1864_125090615,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1864#HYZBCS125090615.D,1864#HYZBCS125090615.D,24,20250905,1864.0,HYZ,云烟（紫）,B,125090615,BCS125090615,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2273_B24_1864_125090615.npz
B24_1865_125090616,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1865#HYZBCS125090616.D,1865#HYZBCS125090616.D,24,20250905,1865.0,HYZ,云烟（紫）,B,125090616,BCS125090616,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2274_B24_1865_125090616.npz
B24_1866_125090617,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1866#HYZBCS125090617.D,1866#HYZBCS125090617.D,24,20250905,1866.0,HYZ,云烟（紫）,B,125090617,BCS125090617,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2275_B24_1866_125090617.npz
B24_1867_125090618,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1867#HYZBCS125090618.D,1867#HYZBCS125090618.D,24,20250905,1867.0,HYZ,云烟（紫）,B,125090618,BCS125090618,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2276_B24_1867_125090618.npz
B24_1868_125090619,/home/ubuntu/sunlong/gcms_consistency_old/dataset/20250905/1868#HYZBCS125090619.D,1868#HYZBCS125090619.D,24,20250905,1868.0,HYZ,云烟（紫）,B,125090619,BCS125090619,HYZ,HYZ,HYZ,HYZ,HYZ,False,/home/ubuntu/sunlong/gcms_consistency_old/new_prepared_data/tensors/20250905/HYZ/2277_B24_1868_125090619.npz
